,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Sales_normalised_by_year,Critic_normalised_by_year,User_normalised_by_year,Score
6778,Onechanbara Z2: Chaos,PS4,2014,Action,Nippon Ichi Software,0.14,0.03,0.04,0.04,0.24,57.0,65.0,0.01825396825396825,43.66,66.23,36.636084656084655
6780,Skylanders SWAP Force,3DS,2013,Platform,Activision,0.1,0.12,0.0,0.02,0.24,68.0,64.0,0.010936757013789825,65.48,65.85,43.78031225233793
6786,Army Men: Sarge's Heroes 2,PS,2000,Shooter,3DO,0.14,0.09,0.0,0.02,0.24,48.0,73.0,0.043478260869565216,30.56,74.39,34.99782608695652
6787,MLB,PSP,2005,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.02,0.24,80.0,79.0,0.009913793103448275,76.47,83.15,53.20997126436782
6788,Skylanders: SuperChargers,XOne,2015,Action,Activision,0.17,0.05,0.0,0.02,0.24,76.0,55.0,0.02686915887850467,74.03,51.28,41.77895638629284
6789,Ys: Memories of Celceta,PSV,2012,Action,Nihon Falcom Corporation,0.1,0.01,0.1,0.04,0.24,82.0,88.0,0.016690856313497822,84.06,94.37,59.48223028543784
6790,Britney's Dance Beat,PS2,2002,Misc,THQ,0.12,0.09,0.0,0.03,0.24,63.0,48.0,0.014250309789343248,56.41,39.74,32.05475010326311
6795,Vexx,PS2,2003,Platform,Acclaim Entertainment,0.12,0.09,0.0,0.03,0.24,63.0,76.0,0.03198887343532684,56.34,75.31,43.89399629114511
6796,Samurai Warriors 4,PS4,2014,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,76.0,81.0,0.01825396825396825,70.42,87.01,52.482751322751334
6797,Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24,71.0,78.0,0.015624999999999998,66.67,86.84,51.17520833333333
6800,TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,0.12,0.09,0.0,0.03,0.24,84.0,91.0,0.009913793103448275,82.35,96.63,59.66330459770114
6801,Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei,0.05,0.06,0.11,0.02,0.24,67.0,75.0,0.015624999999999998,61.33,82.89,48.078541666666666
6803,Harvest Moon: Magical Melody,GC,2005,Simulation,Ubisoft,0.19,0.05,0.0,0.01,0.24,83.0,89.0,0.009913793103448275,80.88,94.38,58.423304597701154
6805,Genma Onimusha,XB,2002,Action,Capcom,0.14,0.04,0.05,0.01,0.24,83.0,86.0,0.014250309789343248,82.05,88.46,56.841416769929786
6806,DK: King of Swing,GBA,2005,Platform,Nintendo,0.17,0.06,0.0,0.0,0.24,70.0,50.0,0.009913793103448275,61.76,50.56,37.44330459770115
6808,Turning Point: Fall of Liberty,PS3,2008,Shooter,Codemasters,0.21,0.01,0.0,0.02,0.24,42.0,55.0,0.006477048718670796,25.33,54.88,26.738825682906224
6811,Homefront,PC,2011,Shooter,THQ,0.11,0.1,0.0,0.03,0.24,70.0,55.0,0.015624999999999998,65.33,56.58,40.641875
6812,Corvette,XB,2003,Racing,TDK Mediactive,0.18,0.05,0.0,0.01,0.24,53.0,86.0,0.03198887343532684,42.25,87.65,43.31066295781178
6813,Percy Jackson and the Olympians: The Lightning Thief,DS,2010,Role-Playing,Activision,0.22,0.01,0.0,0.02,0.24,56.0,69.0,0.01055045871559633,42.25,74.42,38.893516819571865
6814,Fuel,PS3,2009,Racing,Codemasters,0.08,0.11,0.0,0.04,0.24,67.0,74.0,0.007020757020757019,63.29,77.38,46.892340252340254
6815,NBA Live 10,PSP,2009,Sports,Electronic Arts,0.21,0.0,0.01,0.02,0.24,64.0,42.0,0.007020757020757019,59.49,39.29,32.929006919006916
6816,Burnout 2: Point of Impact,XB,2003,Racing,Acclaim Entertainment,0.18,0.05,0.0,0.01,0.24,88.0,51.0,0.03198887343532684,91.55,44.44,45.340662957811766
6817,Super Monkey Ball Deluxe,PS2,2005,Misc,Sega,0.12,0.09,0.0,0.03,0.24,78.0,77.0,0.009913793103448275,73.53,80.9,51.479971264367826
6818,Kill.Switch,XB,2003,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24,75.0,80.0,0.03198887343532684,73.24,80.25,51.1739962911451
6820,Lunar: Silver Star Harmony,PSP,2009,Role-Playing,GungHo,0.19,0.0,0.03,0.02,0.24,80.0,77.0,0.007020757020757019,79.75,80.95,53.56900691900692
6821,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,Ubisoft,0.19,0.05,0.0,0.01,0.24,81.0,83.0,0.009913793103448275,77.94,87.64,55.19663793103448
6822,Dancing With The Stars,Wii,2007,Misc,Activision,0.22,0.0,0.0,0.02,0.24,42.0,62.0,0.010136624063464082,29.49,64.37,31.290045541354488
6825,The Simpsons: Road Rage,GC,2001,Racing,Electronic Arts,0.19,0.05,0.0,0.01,0.24,67.0,77.0,0.015364061456245822,57.75,75.71,44.491788020485416
6827,Dynasty Warriors 7,X360,2011,Action,Tecmo Koei,0.16,0.06,0.0,0.02,0.24,58.0,80.0,0.015624999999999998,49.33,89.47,46.271875
6829,Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0.0,0.02,0.24,80.0,73.0,0.02686915887850467,79.22,74.36,51.20228971962617
6830,Azurik: Rise of Perathia,XB,2001,Action,Microsoft Game Studios,0.18,0.05,0.0,0.01,0.24,52.0,85.0,0.015364061456245822,36.62,87.14,41.25845468715208
6833,Dragon Ball Z: Sagas,XB,2005,Fighting,Atari,0.18,0.05,0.0,0.01,0.24,51.0,61.0,0.009913793103448275,33.82,62.92,32.249971264367815
6835,AC/DC LIVE: Rock Band Track Pack,PS3,2008,Misc,MTV Games,0.21,0.01,0.0,0.02,0.24,60.0,53.0,0.006477048718670796,49.33,52.44,33.92549234957289
6836,Crash Tag Team Racing,PSP,2005,Racing,Vivendi Games,0.16,0.05,0.0,0.03,0.24,68.0,71.0,0.009913793103448275,58.82,74.16,44.32997126436782
6842,Asura's Wrath,X360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24,71.0,65.0,0.016690856313497822,68.12,61.97,43.3688969521045
6843,Harvest Moon: Another Wonderful Life,GC,2004,Role-Playing,Marvelous Interactive,0.19,0.05,0.0,0.01,0.24,70.0,92.0,0.011057692307692308,61.76,96.0,52.59035256410257
6852,Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,0.1,0.01,0.12,0.01,0.24,75.0,74.0,0.0027872031022782356,70.42,75.95,48.790929067700766
6853,NCAA College Basketball 2K3,PS2,2002,Sports,Sega,0.12,0.09,0.0,0.03,0.24,83.0,80.0,0.014250309789343248,82.05,80.77,54.278083436596454
6855,NHL 17,XOne,2016,Sports,Electronic Arts,0.2,0.01,0.0,0.03,0.24,77.0,40.0,0.03034300791556728,74.19,29.41,34.54344766930519
6858,Bakugan: Battle Brawlers,X360,2009,Action,Activision,0.2,0.02,0.0,0.02,0.24,60.0,52.0,0.007020757020757019,54.43,51.19,35.20900691900692
6859,Fantastic 4,GC,2005,Action,Activision,0.19,0.05,0.0,0.01,0.24,61.0,40.0,0.009913793103448275,48.53,39.33,29.289971264367818
6861,Tony Hawk's American Sk8land,GBA,2005,Sports,Activision,0.17,0.06,0.0,0.0,0.24,64.0,54.0,0.009913793103448275,52.94,55.06,36.00330459770115
6863,Metro 2033,PC,2010,Shooter,THQ,0.0,0.19,0.0,0.05,0.24,81.0,81.0,0.01055045871559633,77.46,88.37,55.280183486238535
6869,Valhalla Knights,PSP,2006,Role-Playing,Rising Star Games,0.15,0.0,0.07,0.01,0.24,53.0,63.0,0.0027872031022782356,39.44,62.03,33.8242624010341
6875,The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,0.07,0.13,0.0,0.03,0.24,63.0,61.0,0.015624999999999998,56.0,64.47,40.161875
6878,Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.13,0.01,0.24,77.0,79.0,0.02686915887850467,75.32,82.05,52.4656230529595
6879,Zumba Fitness: World Party,XOne,2013,Misc,Majesco Entertainment,0.17,0.05,0.0,0.02,0.24,73.0,62.0,0.010936757013789825,71.43,63.41,44.95031225233794
6880,Luminous Arc,DS,2007,Role-Playing,Rising Star Games,0.16,0.0,0.06,0.01,0.24,70.0,70.0,0.010136624063464082,65.38,73.56,46.31671220802116
6882,4x4 EVO 2,XB,2001,Racing,Gathering of Developers,0.18,0.05,0.0,0.01,0.24,59.0,62.0,0.015364061456245822,46.48,54.29,33.59512135381875
6886,Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.24,68.0,71.0,0.011057692307692308,58.82,68.0,42.277019230769234
6887,Avalon Code,DS,2008,Role-Playing,Rising Star Games,0.11,0.0,0.12,0.01,0.24,71.0,74.0,0.006477048718670796,64.0,78.05,47.35215901623955
6890,Dreamcast Collection,X360,2011,Misc,Sega,0.16,0.06,0.0,0.02,0.24,53.0,52.0,0.015624999999999998,42.67,52.63,31.771875000000005
6891,Resident Evil Archives: Resident Evil Zero,Wii,2008,Action,Capcom,0.13,0.03,0.06,0.01,0.24,62.0,82.0,0.006477048718670796,52.0,87.8,46.60215901623956
6892,Rocket League,XOne,2016,Sports,505 Games,0.05,0.17,0.0,0.02,0.24,87.0,83.0,0.03034300791556728,90.32,92.65,61.00011433597185
6893,My Street,PS2,2003,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24,46.0,39.0,0.03198887343532684,32.39,29.63,20.683996291145107
6894,Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.12,0.09,0.0,0.02,0.24,75.0,77.0,0.01055045871559633,69.01,83.72,50.91351681957187
6896,Ghost Rider,PSP,2007,Action,Take-Two Interactive,0.22,0.0,0.0,0.02,0.24,49.0,57.0,0.010136624063464082,38.46,58.62,32.36337887468782
6897,Shadow Hearts: Covenant,PS2,2004,Role-Playing,Midway Games,0.12,0.09,0.0,0.03,0.24,85.0,91.0,0.011057692307692308,83.82,94.67,59.50035256410256
6898,X-Men: Destiny,PS3,2011,Action,Activision,0.14,0.07,0.0,0.03,0.24,50.0,48.0,0.015624999999999998,38.67,47.37,28.685208333333332
6899,Driver '76,PSP,2007,Racing,Ubisoft,0.03,0.14,0.0,0.07,0.24,57.0,79.0,0.010136624063464082,48.72,83.91,44.21337887468783
6901,Harry Potter and the Order of the Phoenix,PS3,2007,Action,Electronic Arts,0.18,0.03,0.0,0.03,0.24,67.0,66.0,0.010136624063464082,61.54,68.97,43.506712208021156
6902,Midway Arcade Treasures: Extended Play,PSP,2005,Misc,Midway Games,0.21,0.0,0.0,0.02,0.24,63.0,78.0,0.009913793103448275,51.47,82.02,44.499971264367815
6909,Dynasty Warriors 6 Empires,X360,2009,Action,Tecmo Koei,0.16,0.01,0.04,0.02,0.24,59.0,73.0,0.007020757020757019,53.16,76.19,43.119006919006914
6910,The Testament of Sherlock Holmes,PS3,2012,Adventure,Focus Home Interactive,0.05,0.14,0.0,0.04,0.24,65.0,74.0,0.016690856313497822,59.42,74.65,44.69556361877117
6911,FIFA World Cup Germany 2006,XB,2006,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24,77.0,84.0,0.0027872031022782356,73.24,88.61,53.95092906770075
6912,NBA Live 14,PS4,2013,Sports,Electronic Arts,0.15,0.05,0.0,0.04,0.24,43.0,27.0,0.010936757013789825,35.71,20.73,18.816978919004598
6913,G.I. Joe: The Rise of Cobra,X360,2009,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24,42.0,47.0,0.007020757020757019,31.65,45.24,25.632340252340253
6915,Game of Thrones,PS3,2012,Role-Playing,Focus Home Interactive,0.1,0.1,0.0,0.03,0.24,53.0,55.0,0.016690856313497822,42.03,47.89,29.978896952104503
6917,LEGO Marvel's Avengers,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24,69.0,68.0,0.03034300791556728,61.29,70.59,43.97011433597186
6918,PDC World Championship Darts 2008,Wii,2008,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24,51.0,54.0,0.006477048718670796,37.33,53.66,30.332159016239558
6919,X-Men: Destiny,X360,2011,Action,Activision,0.18,0.04,0.0,0.02,0.24,47.0,50.0,0.015624999999999998,34.67,50.0,28.22854166666667
6925,Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,0.07,0.15,0.0,0.02,0.24,80.0,43.0,0.010936757013789825,79.76,40.24,40.00364558567127
6930,Pure Futbol,PS3,2010,Sports,Ubisoft,0.06,0.13,0.0,0.04,0.24,46.0,75.0,0.01055045871559633,28.17,81.4,36.526850152905205
6934,Afro Samurai,X360,2009,Action,Atari,0.16,0.05,0.0,0.02,0.24,65.0,62.0,0.007020757020757019,60.76,63.1,41.289006919006916
6935,Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,61.0,54.0,0.01055045871559633,49.3,56.98,35.430183486238526
6936,NASCAR 08,PS2,2007,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24,56.0,82.0,0.010136624063464082,47.44,87.36,44.936712208021156
6937,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft,0.11,0.1,0.0,0.02,0.24,74.0,81.0,0.007020757020757019,72.15,85.71,52.62234025234025
6938,Divinity II: Ego Draconis,X360,2009,Role-Playing,DTP Entertainment,0.18,0.04,0.0,0.02,0.24,62.0,64.0,0.007020757020757019,56.96,65.48,40.815673585673586
6939,Birds of Steel,PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.23,73.0,84.0,0.015965166908563137,71.01,88.73,53.25198838896952
6940,DC Universe Online,PC,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.23,72.0,68.0,0.014945652173913042,68.0,73.68,47.231648550724636
6941,Bakugan: Battle Brawlers,PS3,2009,Action,Activision,0.19,0.03,0.0,0.02,0.23,63.0,82.0,0.006715506715506714,58.23,86.9,48.37890516890517
6942,Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23,62.0,75.0,0.0026660203587009212,52.11,77.22,43.110888673452905
6943,Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23,76.0,70.0,0.01057692307692308,70.59,66.67,45.75685897435898
6948,Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,0.1,0.11,0.0,0.02,0.23,77.0,81.0,0.010091743119266056,71.83,88.37,53.403363914373095
6949,Disney's A Christmas Carol,DS,2009,Adventure,Disney Interactive Studios,0.21,0.01,0.0,0.02,0.23,66.0,65.0,0.006715506715506714,62.03,66.67,42.902238502238504
6956,NBA Live 15,PS4,2014,Sports,Electronic Arts,0.16,0.04,0.0,0.04,0.23,59.0,56.0,0.01746031746031746,46.48,54.55,33.682486772486776
6957,NASCAR Thunder 2004,XB,2003,Racing,Electronic Arts,0.18,0.05,0.0,0.01,0.23,85.0,91.0,0.030598052851182195,87.32,93.83,60.39353268428372
6958,Buffy the Vampire Slayer,XB,2002,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,79.0,91.0,0.013630731102850065,76.92,94.87,57.26787691036762
6960,Harry Potter and the Goblet of Fire,XB,2005,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,68.0,58.0,0.009482758620689655,58.82,59.55,39.4598275862069
6962,Sands of Destruction,DS,2008,Role-Playing,Sega,0.09,0.0,0.13,0.01,0.23,63.0,79.0,0.006195437904815544,53.33,84.15,45.82873181263494
6963,Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.2,0.01,0.0,0.02,0.23,68.0,60.0,0.009482758620689655,58.82,61.8,40.2098275862069
6964,Viva Pinata: Party Animals,X360,2007,Misc,Microsoft Game Studios,0.19,0.02,0.0,0.02,0.23,56.0,62.0,0.009695901278096079,47.44,64.37,37.2732319670927
6970,World Series Baseball,XB,2002,Sports,Sega,0.17,0.05,0.0,0.01,0.23,85.0,88.0,0.013630731102850065,84.62,91.03,58.55454357703428
6971,Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.11,0.09,0.0,0.03,0.23,73.0,91.0,0.01057692307692308,66.18,94.67,53.620192307692314
6973,Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,64.0,75.0,0.010461245839277225,60.71,79.27,46.66348708194642
6974,Hatsune Miku: Project Diva f,PSV,2012,Misc,Sega,0.0,0.0,0.23,0.0,0.23,81.0,80.0,0.015965166908563137,82.61,83.1,55.241988388969524
6975,The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,Nippon Ichi Software,0.05,0.02,0.14,0.02,0.23,77.0,75.0,0.010461245839277225,76.19,79.27,51.82348708194642
6976,Jeremy McGrath Supercross World,PS2,2001,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23,35.0,34.0,0.014696058784235137,12.68,14.29,8.994898686261411
6977,The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23,47.0,72.0,0.013630731102850065,35.9,70.51,35.47454357703429
6981,The Club,PS3,2008,Shooter,Sega,0.14,0.07,0.0,0.03,0.23,72.0,65.0,0.006195437904815544,65.33,67.07,44.13539847930161
6983,Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88.0,75.0,0.009482758620689655,88.24,78.65,55.63316091954024
6985,Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision,0.18,0.05,0.0,0.01,0.23,75.0,78.0,0.013630731102850065,71.79,78.21,50.00454357703429
6986,Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0.0,0.01,0.23,89.0,87.0,0.030598052851182195,92.96,88.89,60.626866017617054
6987,Virtua Tennis 4,X360,2011,Sports,Sega,0.11,0.09,0.01,0.02,0.23,70.0,62.0,0.014945652173913042,65.33,65.79,43.71164855072464
6988,ESPN NHL Hockey,PS2,2003,Sports,Sega,0.11,0.09,0.0,0.03,0.23,90.0,70.0,0.030598052851182195,94.37,67.9,54.10019935095039
6990,DiRT Showdown,X360,2012,Racing,Codemasters,0.08,0.13,0.0,0.02,0.23,75.0,64.0,0.015965166908563137,73.91,60.56,44.82865505563618
6991,The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23,84.0,80.0,0.009482758620689655,82.35,84.27,55.54316091954022
6994,Gundam Battle Assault,PS,1998,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02,0.23,61.0,78.0,0.029411764705882353,25.53,56.76,27.439803921568625
6996,XCOM 2,PC,2016,Strategy,Take-Two Interactive,0.09,0.12,0.0,0.02,0.23,88.0,71.0,0.029023746701846966,91.94,75.0,55.65634124890062
7002,Cross Edge,PS3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,52.0,72.0,0.006195437904815544,38.67,75.61,38.0953984793016
7004,The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.23,58.0,78.0,0.010091743119266056,45.07,84.88,43.32003058103976
7012,Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,27.0,51.0,0.009695901278096079,10.26,51.72,20.6632319670927
7017,Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0.0,0.03,0.23,58.0,68.0,0.006195437904815544,46.67,70.73,39.13539847930161
7021,NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23,81.0,86.0,0.009482758620689655,77.94,91.01,56.319827586206905
7022,NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0.0,0.03,0.23,57.0,50.0,0.009695901278096079,48.72,50.57,33.09989863375936
7026,Mafia,XB,2004,Action,Take-Two Interactive,0.17,0.05,0.0,0.01,0.23,66.0,77.0,0.01057692307692308,55.88,76.0,43.96352564102565
7027,Grand Slam Tennis 2,PS3,2012,Sports,Electronic Arts,0.09,0.1,0.0,0.04,0.23,73.0,52.0,0.015965166908563137,71.01,43.66,38.22865505563619
7028,Dynasty Warriors: Strikeforce,X360,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,59.0,57.0,0.006715506715506714,53.16,57.14,36.76890516890517
7029,Airblade,PS2,2001,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,70.0,58.0,0.014696058784235137,61.97,48.57,36.85156535292808
7032,Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios,0.13,0.07,0.01,0.02,0.23,57.0,56.0,0.015965166908563137,47.83,49.3,32.38198838896952
7038,Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23,66.0,52.0,0.014945652173913042,60.0,52.63,37.548315217391306
7039,Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.13,0.08,0.0,0.02,0.23,79.0,69.0,0.02570093457943925,77.92,69.23,49.05856697819314
7042,Genji: Dawn of the Samurai,PS2,2005,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,74.0,83.0,0.009482758620689655,67.65,87.64,51.766494252873564
7048,The Italian Job,PS2,2003,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23,55.0,63.0,0.030598052851182195,45.07,59.26,34.78686601761706
7050,TrackMania: Build to Race,Wii,2010,Racing,Focus Home Interactive,0.09,0.11,0.0,0.02,0.23,74.0,68.0,0.010091743119266056,67.61,73.26,46.96003058103975
7051,Ultimate Band,Wii,2008,Misc,Disney Interactive Studios,0.18,0.03,0.0,0.02,0.23,59.0,55.0,0.006195437904815544,48.0,54.88,34.2953984793016
7053,Freedom Fighters,XB,2003,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23,82.0,82.0,0.030598052851182195,83.1,82.72,55.28353268428373
7056,Soldier of Fortune II: Double Helix,XB,2003,Shooter,Activision,0.17,0.05,0.0,0.01,0.23,61.0,65.0,0.030598052851182195,53.52,61.73,38.426866017617066
7059,Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.01,0.23,82.0,78.0,0.0026660203587009212,80.28,81.01,53.764222006786234
7062,Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,87.0,71.0,0.0026660203587009212,87.32,72.15,53.157555340119565
7063,WWE All Stars,3DS,2011,Fighting,THQ,0.15,0.06,0.0,0.02,0.23,71.0,74.0,0.014945652173913042,66.67,81.58,49.42164855072463
7064,Alundra,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0.0,0.01,0.23,86.0,90.0,0.014705882352941178,66.67,75.0,47.228235294117646
7066,Mortal Kombat: Armageddon,Wii,2007,Fighting,Midway Games,0.19,0.02,0.0,0.02,0.23,71.0,84.0,0.009695901278096079,66.67,89.66,52.1132319670927
7067,Madden NFL 13,WiiU,2012,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,75.0,67.0,0.015965166908563137,73.91,64.79,46.238655055636194
7072,Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.09,0.0,0.04,0.23,77.0,75.0,0.02570093457943925,75.32,76.92,50.75523364485981
7075,BlowOut,PS2,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23,58.0,62.0,0.030598052851182195,49.3,58.02,35.78353268428373
7076,NFL Blitz Pro,PS2,2003,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23,73.0,85.0,0.030598052851182195,70.42,86.42,52.29019935095039
7077,Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23,90.0,80.0,0.013630731102850065,91.03,80.77,57.27121024370095
7081,Pinball Hall of Fame: The Gottlieb Collection,PSP,2005,Misc,Play It,0.2,0.01,0.0,0.02,0.23,73.0,81.0,0.009482758620689655,66.18,85.39,50.52649425287357
7083,Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23,87.0,82.0,0.0026660203587009212,87.32,86.08,57.8008886734529
7085,Toukiden Kiwami,PSV,2014,Action,Tecmo Koei,0.02,0.02,0.17,0.01,0.23,82.0,86.0,0.01746031746031746,78.87,93.51,57.465820105820114
7089,SSX On Tour,PSP,2005,Sports,Electronic Arts,0.19,0.02,0.0,0.02,0.23,79.0,81.0,0.009482758620689655,75.0,85.39,53.46649425287357
7092,Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,Marvelous Interactive,0.14,0.0,0.07,0.02,0.23,55.0,79.0,0.014945652173913042,45.33,88.16,44.50164855072464
7093,Ys Seven,PSP,2009,Role-Playing,Falcom Corporation,0.14,0.0,0.08,0.02,0.23,79.0,85.0,0.006715506715506714,78.48,90.48,56.3222385022385
7096,Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft,0.09,0.09,0.01,0.04,0.23,83.0,78.0,0.015965166908563137,85.51,80.28,55.26865505563618
7097,Tony Hawk's Proving Ground,DS,2007,Sports,Activision,0.2,0.01,0.0,0.02,0.23,79.0,67.0,0.009695901278096079,76.92,70.11,49.0132319670927
7098,The Polar Express,PS2,2004,Adventure,THQ,0.11,0.09,0.0,0.03,0.23,39.0,43.0,0.01057692307692308,16.18,30.67,15.620192307692307
7100,AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,MTV Games,0.21,0.0,0.0,0.02,0.23,63.0,49.0,0.006195437904815544,53.33,47.56,33.63206514596828
7102,Valhalla Knights 2,PSP,2008,Role-Playing,Rising Star Games,0.09,0.0,0.12,0.01,0.23,50.0,54.0,0.006195437904815544,36.0,53.66,29.888731812634934
7105,Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive,0.11,0.09,0.0,0.02,0.23,76.0,82.0,0.015965166908563137,75.36,85.92,53.76532172230285
7106,Saint Seiya: Sanctuary Battle,PS3,2011,Action,Namco Bandai Games,0.0,0.09,0.11,0.02,0.23,62.0,73.0,0.014945652173913042,54.67,80.26,44.981648550724636
